CustomerID,Churn,Recency,Frequency,TotalSpent,AvgOrderValue,UniqueProducts,TotalItems,AvgDaysBetweenPurchases,AvgBasketSize,StdBasketSize,MaxBasketSize,PreferredDay,PreferredHour,CountryDiversity,CustomerLifetimeDays,PurchaseVelocity,Purchases_Last30Days,Purchases_Last60Days,Purchases_Last90Days,ProductDiversityScore,TotalUniqueProducts,AvgPricePreference,StdPricePreference,MinPrice,MaxPrice,AvgQuantityPerOrder,RecencyScore,FrequencyScore,MonetaryScore,RFM_Score,CustomerSegment
17726,0,95,2,227.32,14.2075,16,130,2.0,65.0,21.213203435596427,80,1,14,1,30,0.06451612903225806,0.0,0.0,0.0,1.0,16,2.726875,2.2601643561180826,0.85,7.49,65.0,1,3,2,6,Potential
17729,1,39,1,421.70000000000005,19.16818181818182,22,246,0.0,246.0,54.98679368175796,246,3,15,1,0,1.0,0.0,1.0,1.0,1.0,22,2.4363636363636365,1.5179232223966104,0.55,5.95,246.0,3,1,3,7,Potential
17730,0,32,1,268.62,17.908,15,200,0.0,200.0,54.98679368175796,200,3,11,1,0,1.0,0.0,1.0,1.0,1.0,15,1.852,1.4573616082300431,0.29,4.95,200.0,3,1,2,6,Potential
17731,1,64,2,421.18,14.039333333333333,28,208,1.6206896551724137,104.0,62.22539674441618,148,1,12,1,47,0.041666666666666664,0.0,0.0,1.0,0.9333333333333333,28,2.6456666666666666,1.5524611902158576,0.38,5.95,104.0,2,3,3,8,Loyal
17734,0,50,2,365.8,17.41904761904762,21,186,1.7,93.0,55.154328932550705,132,6,13,1,34,0.05714285714285714,0.0,1.0,2.0,1.0,21,2.4476190476190474,1.6746996887857382,0.65,5.95,93.0,2,3,2,7,Potential
17738,0,10,6,1105.64,16.752121212121214,60,720,0.9538461538461539,120.0,116.26521405820401,307,4,10,1,62,0.09523809523809523,3.0,5.0,6.0,0.9090909090909091,60,2.1507575757575754,1.5230296836402821,0.42,5.95,120.0,4,4,4,12,Champions
17739,0,25,6,2398.27,42.07491228070175,34,643,2.6607142857142856,107.16666666666667,22.99927535090327,136,3,8,1,150,0.039735099337748346,1.0,1.0,2.0,0.5964912280701754,34,3.908421052631579,2.0190660760730124,1.25,6.95,107.16666666666667,3,4,4,11,Champions
17740,0,84,2,110.70000000000002,22.140000000000004,5,48,13.75,24.0,0.0,24,0,13,1,55,0.03571428571428571,0.0,0.0,1.0,1.0,5,2.43,0.7379024325749306,2.1,3.75,24.0,2,3,1,6,Potential
17741,0,3,1,10.2,10.2,1,12,0.38686131386861317,12.0,54.98679368175796,12,4,12,1,0,1.0,1.0,1.0,1.0,1.0,1,0.85,1.5993550116224886,0.85,0.85,12.0,4,1,1,6,Potential
17742,0,41,4,309.2,18.188235294117646,16,165,8.625,41.25,29.948567021923882,86,1,10,1,139,0.02857142857142857,0.0,1.0,2.0,0.9411764705882353,16,3.351764705882353,2.193761710208397,0.42,6.35,41.25,3,4,2,9,Loyal
17746,0,53,1,147.02,18.3775,8,110,0.0,110.0,54.98679368175796,110,3,12,1,0,1.0,0.0,1.0,1.0,1.0,8,1.61125,0.7683086712290278,0.65,2.95,110.0,2,1,1,4,At Risk
17753,0,145,1,22.5,11.25,2,18,0.0,18.0,54.98679368175796,18,2,14,1,0,1.0,0.0,0.0,0.0,1.0,2,1.25,0.0,1.25,1.25,18.0,1,1,1,3,Lost
17754,0,39,5,1036.96,10.690309278350515,88,826,1.3541666666666667,165.2,96.95205000411286,322,4,16,1,131,0.03787878787878788,0.0,1.0,2.0,0.9072164948453608,88,1.4367010309278352,0.9759447577107491,0.19,5.45,165.2,3,4,4,11,Champions
17757,0,13,6,554.02,5.036545454545454,90,271,1.128440366972477,45.166666666666664,11.583033569262703,64,1,14,1,124,0.048,2.0,3.0,4.0,0.8181818181818182,90,2.212181818181818,1.5167731209985957,0.42,5.95,45.166666666666664,4,4,3,11,Champions
17758,0,11,1,401.51,6.373174603174603,61,277,0.0,277.0,54.98679368175796,277,3,13,1,0,1.0,1.0,1.0,1.0,0.9682539682539683,61,2.1314285714285712,1.63761121970767,0.19,7.49,277.0,4,1,3,8,Loyal
17759,0,26,1,67.65,13.530000000000001,4,43,0.0,43.0,54.98679368175796,43,2,11,1,0,1.0,1.0,1.0,1.0,0.8,4,2.33,1.639207125411551,1.25,4.95,43.0,3,1,1,5,At Risk
17760,0,70,3,195.69,9.318571428571428,18,115,1.05,38.333333333333336,38.01753981168867,77,6,12,1,21,0.13636363636363635,0.0,0.0,2.0,0.8571428571428571,18,2.07,1.8998815752567317,0.42,7.25,38.333333333333336,2,3,2,7,Potential
17763,1,96,3,61.2,5.1000000000000005,10,28,0.45454545454545453,9.333333333333334,3.2145502536643185,13,2,13,1,5,0.5,0.0,0.0,0.0,0.8333333333333334,10,2.625,1.5972277118921911,1.25,6.35,9.333333333333334,1,3,1,5,At Risk
17764,0,179,1,187.15,6.453448275862069,29,69,0.0,69.0,54.98679368175796,69,3,14,1,0,1.0,0.0,0.0,0.0,1.0,29,3.1086206896551727,1.556155345114388,1.25,6.75,69.0,1,1,1,3,Lost
17768,0,123,2,373.43,10.092702702702702,33,324,1.5833333333333333,162.0,101.82337649086284,234,2,12,1,57,0.034482758620689655,0.0,0.0,0.0,0.8918918918918919,33,1.7735135135135136,1.4802256138399537,0.21,5.95,162.0,1,3,3,7,Potential
17769,0,8,4,1191.61,8.218,116,570,0.8472222222222222,142.5,129.53635268397312,318,6,12,1,124,0.032,1.0,2.0,3.0,0.8,116,2.4713103448275864,2.112819750676942,0.42,7.49,142.5,4,4,4,12,Champions
17771,0,32,1,16.0,4.0,4,4,0.0,4.0,54.98679368175796,4,3,13,1,0,1.0,0.0,1.0,1.0,1.0,4,4.0,0.28867513459481287,3.75,4.25,4.0,3,1,1,5,At Risk
17773,0,133,1,357.85,13.76346153846154,19,151,0.0,151.0,54.98679368175796,151,0,14,1,0,1.0,0.0,0.0,0.0,0.7307692307692307,19,2.8673076923076923,1.5618541742232088,0.95,6.75,151.0,1,1,2,4,At Risk
17774,0,76,2,649.24,6.365098039215686,96,384,0.3465346534653465,192.0,96.16652224137046,260,0,16,1,35,0.05555555555555555,0.0,0.0,1.0,0.9411764705882353,96,2.312843137254902,1.674376714210709,0.42,6.95,192.0,2,3,3,8,Loyal
17776,0,166,1,170.75,3.8806818181818183,43,136,0.0,136.0,54.98679368175796,136,2,14,1,0,1.0,0.0,0.0,0.0,0.9772727272727273,43,1.8147727272727272,1.3919176810669542,0.19,6.75,136.0,1,1,1,3,Lost
17778,1,104,1,72.9,12.15,6,22,0.0,22.0,54.98679368175796,22,1,12,1,0,1.0,0.0,0.0,0.0,1.0,6,3.483333333333333,0.4131182235954577,2.95,3.75,22.0,1,1,1,3,Lost
17780,1,110,3,294.96,3.8810526315789473,73,121,0.22666666666666666,40.333333333333336,30.730007050655445,73,2,13,1,17,0.16666666666666666,0.0,0.0,0.0,0.9605263157894737,73,3.0555263157894736,1.8023491298760383,0.29,7.49,40.333333333333336,1,3,2,6,Potential
17785,0,8,1,38.75,2.980769230769231,13,15,0.0,15.0,54.98679368175796,15,6,13,1,0,1.0,1.0,1.0,1.0,1.0,13,2.626923076923077,1.2949606468627055,0.65,4.95,15.0,4,1,1,6,Potential
17789,1,104,1,154.25,11.017857142857142,12,123,0.0,123.0,54.98679368175796,123,1,13,1,0,1.0,0.0,0.0,0.0,0.8571428571428571,12,2.3642857142857143,1.6482424872279249,0.85,6.75,123.0,1,1,1,3,Lost
17794,1,129,2,147.3,21.042857142857144,7,46,0.16666666666666666,23.0,29.698484809834994,44,2,12,1,1,1.0,0.0,0.0,0.0,1.0,7,4.421428571428572,2.1124348397952897,0.85,6.75,23.0,1,3,1,5,At Risk
17797,0,11,4,816.41,7.289375,94,428,1.3873873873873874,107.0,59.983331017875294,163,1,14,1,155,0.02564102564102564,1.0,1.0,2.0,0.8392857142857143,94,2.479017857142857,1.4331304862674723,0.42,6.75,107.0,4,4,4,12,Champions
17798,1,24,1,178.07,3.957111111111111,43,138,0.0,138.0,54.98679368175796,138,4,11,1,0,1.0,1.0,1.0,1.0,0.9555555555555556,43,1.8191111111111111,1.303880261900508,0.42,6.35,138.0,3,1,1,5,At Risk
17799,0,46,4,1439.41,6.204353448275862,169,884,0.5281385281385281,221.0,140.90422278980853,425,4,16,1,123,0.03225806451612903,0.0,1.0,2.0,0.728448275862069,169,2.145603448275862,1.298154726864187,0.29,6.75,221.0,2,4,4,10,Champions
17801,0,134,1,369.0,8.581395348837209,40,391,0.0,391.0,54.98679368175796,391,6,11,1,0,1.0,0.0,0.0,0.0,0.9302325581395349,40,1.417906976744186,0.9821952044843584,0.21,3.75,391.0,1,1,2,4,At Risk
17802,0,42,3,762.0,7.121495327102804,81,442,1.1886792452830188,147.33333333333334,124.92531101955814,243,6,13,1,126,0.023622047244094488,0.0,1.0,1.0,0.7570093457943925,81,1.7650467289719627,1.301712496031326,0.42,6.35,147.33333333333334,3,3,3,9,Loyal
17804,0,181,1,112.2,3.6193548387096777,31,91,0.0,91.0,54.98679368175796,91,1,12,1,0,1.0,0.0,0.0,0.0,1.0,31,1.7570967741935484,1.1728432505337534,0.42,4.95,91.0,1,1,1,3,Lost
17807,0,22,2,243.12,3.79875,64,151,1.9841269841269842,75.5,51.61879502661797,112,0,14,1,125,0.015873015873015872,1.0,1.0,1.0,1.0,64,1.90921875,1.4144967187172635,0.42,6.75,75.5,3,3,2,8,Loyal
17808,0,24,1,109.05,4.54375,24,77,0.0,77.0,54.98679368175796,77,4,16,1,0,1.0,1.0,1.0,1.0,1.0,24,2.1020833333333333,1.6206680833014158,0.42,5.95,77.0,3,1,1,5,At Risk
17809,0,77,4,589.25,65.47222222222223,9,131,12.5,32.75,24.404576073624664,61,0,8,1,102,0.038834951456310676,0.0,0.0,1.0,1.0,9,5.116666666666666,1.8533752992850638,0.85,6.75,32.75,2,4,3,9,Loyal
17810,1,111,2,283.66,5.7889795918367355,46,112,0.3125,56.0,52.32590180780452,93,0,10,1,15,0.125,0.0,0.0,0.0,0.9387755102040817,46,3.136326530612245,1.9711752986031277,0.85,7.49,56.0,1,3,2,6,Potential
17816,0,101,2,59.55,2.126785714285714,28,50,2.4074074074074074,25.0,4.242640687119285,28,4,13,1,65,0.030303030303030304,0.0,0.0,0.0,1.0,28,1.3160714285714286,0.6985717666979631,0.38,2.95,25.0,1,3,1,5,At Risk
17818,1,180,1,124.78,2.970952380952381,42,86,0.0,86.0,54.98679368175796,86,2,11,1,0,1.0,0.0,0.0,0.0,1.0,42,1.9300000000000002,1.215190439757509,0.42,4.95,86.0,1,1,1,3,Lost
17819,0,26,3,265.35,29.483333333333334,7,99,17.75,33.0,6.082762530298219,40,6,11,1,142,0.02097902097902098,1.0,1.0,1.0,0.7777777777777778,7,2.7055555555555557,1.4706385612303854,1.25,4.95,33.0,3,3,2,8,Loyal
17822,0,3,2,757.13,7.142735849056604,97,516,0.0,258.0,274.35743110038044,452,4,13,1,0,2.0,2.0,2.0,2.0,0.9150943396226415,97,2.290377358490566,1.7557079291370934,0.42,6.95,258.0,4,3,3,10,Champions
17825,1,41,4,449.36,17.9744,22,222,5.25,55.5,71.13601994301715,160,0,12,1,126,0.031496062992125984,0.0,1.0,1.0,0.88,22,2.4888,1.58926429520077,0.42,5.95,55.5,3,4,3,10,Champions
17827,1,64,1,382.54,5.88523076923077,64,312,0.0,312.0,54.98679368175796,312,6,12,1,0,1.0,0.0,0.0,1.0,0.9846153846153847,64,1.6547692307692308,1.282941088490996,0.42,6.75,312.0,2,1,3,6,Potential
17829,0,98,1,1148.0600000000002,23.42979591836735,49,558,0.0,558.0,54.98679368175796,558,0,15,1,0,1.0,0.0,0.0,0.0,1.0,49,2.463877551020408,1.3356081890636482,0.65,6.75,558.0,1,1,4,6,Potential
17833,1,166,1,320.56,10.685333333333334,27,141,0.0,141.0,54.98679368175796,141,2,13,1,0,1.0,0.0,0.0,0.0,0.9,27,3.3473333333333333,2.3841111020937,0.55,6.75,141.0,1,1,2,4,At Risk
17838,0,18,4,1192.66,13.70873563218391,56,648,0.627906976744186,162.0,43.55073669487884,201,4,9,1,55,0.07142857142857142,1.0,2.0,4.0,0.6436781609195402,56,2.1729885057471265,1.482628962148396,0.42,7.49,162.0,4,4,4,12,Champions
17841,0,4,47,9804.95,4.400785457809695,807,5442,0.06960035922766053,115.7872340425532,76.1853963440252,405,0,12,1,176,0.2655367231638418,7.0,14.0,23.0,0.3622082585278277,807,2.4620915619389585,1.6492774885055943,0.12,7.49,115.7872340425532,4,4,4,12,Champions
17842,1,45,1,282.39000000000004,21.722307692307695,13,73,0.0,73.0,54.98679368175796,73,4,14,1,0,1.0,0.0,1.0,1.0,1.0,13,4.522307692307693,1.5549820676680588,2.55,6.95,73.0,3,1,2,6,Potential
17845,0,19,3,356.05,10.172857142857143,32,114,0.0,38.0,31.796226191169293,67,2,13,1,0,3.0,3.0,3.0,3.0,0.9142857142857143,32,3.524285714285714,1.6309673883461742,0.85,6.95,38.0,4,3,2,9,Loyal
17847,0,88,1,23.65,4.7299999999999995,5,9,0.0,9.0,54.98679368175796,9,3,12,1,0,1.0,0.0,0.0,1.0,1.0,5,3.2299999999999995,2.00174923504419,1.25,5.95,9.0,2,1,1,4,At Risk
17848,0,6,8,258.48,7.832727272727273,29,149,5.21875,18.625,18.039143945479072,56,3,17,1,170,0.04678362573099415,2.0,3.0,5.0,0.8787878787878788,29,2.61,1.8297609133435986,0.42,6.35,18.625,4,4,2,10,Champions
17849,0,78,1,61.38,7.6725,8,14,0.0,14.0,54.98679368175796,14,6,15,1,0,1.0,0.0,0.0,1.0,1.0,8,4.8925,2.0502665331958325,0.95,7.49,14.0,2,1,1,4,At Risk
17850,0,41,61,24308.0,22.953729933899904,55,8932,0.11909262759924386,146.4262295081967,36.0168752190754,276,0,13,1,136,0.44525547445255476,0.0,19.0,23.0,0.05193578847969783,55,3.261406987724268,1.7854527163320133,0.72,6.95,146.4262295081967,3,4,4,11,Champions
17851,0,136,4,1091.81,6.347732558139534,134,715,0.23976608187134502,178.75,24.730210943971613,200,4,14,1,42,0.09302325581395349,0.0,0.0,0.0,0.7790697674418605,134,2.3580232558139533,1.7509508325962366,0.42,6.95,178.75,1,4,4,9,Loyal
17852,0,167,2,370.41,8.052391304347827,33,210,0.13333333333333333,105.0,65.05382386916237,151,1,11,1,6,0.2857142857142857,0.0,0.0,0.0,0.717391304347826,33,1.7973913043478262,1.1721043464785106,0.42,4.95,105.0,1,3,2,6,Potential
17853,0,179,1,359.95,14.997916666666667,23,139,0.0,139.0,54.98679368175796,139,3,15,1,0,1.0,0.0,0.0,0.0,0.9583333333333334,23,3.484166666666667,1.8867430337389137,0.42,6.95,139.0,1,1,2,4,At Risk
17854,0,174,1,135.94,9.062666666666667,15,65,0.0,65.0,54.98679368175796,65,1,11,1,0,1.0,0.0,0.0,0.0,1.0,15,2.7026666666666666,1.2841754812589543,0.85,4.65,65.0,1,1,1,3,Lost
17858,0,43,6,2151.9700000000003,34.15825396825397,48,635,2.096774193548387,105.83333333333333,47.616873759904344,145,6,12,1,132,0.045112781954887216,0.0,2.0,2.0,0.7619047619047619,48,2.777936507936508,1.8838893868033202,0.5,7.0,105.83333333333333,3,4,4,11,Champions
17860,0,171,2,173.05,3.3278846153846158,44,83,0.0,41.5,17.67766952966369,54,4,16,1,0,2.0,0.0,0.0,0.0,0.8461538461538461,44,2.4153846153846152,1.4345368338254023,0.85,6.75,41.5,1,3,1,5,At Risk
17861,0,41,5,1505.02,6.168114754098361,172,1387,0.5349794238683128,277.4,69.23727319876195,366,1,10,1,131,0.03787878787878788,0.0,1.0,2.0,0.7049180327868853,172,1.621967213114754,1.2105259472144514,0.29,5.49,277.4,3,4,4,11,Champions
17862,0,6,1,142.33,8.895625,16,106,0.0,106.0,54.98679368175796,106,1,17,1,0,1.0,1.0,1.0,1.0,1.0,16,1.936875,1.0891324911751248,0.38,4.65,106.0,4,1,1,6,Potential
17863,0,8,2,490.86,16.926206896551726,26,485,3.107142857142857,242.5,82.73149339882606,301,3,12,1,87,0.022727272727272728,1.0,1.0,1.0,0.896551724137931,26,1.1548275862068966,0.8015592870402002,0.42,2.95,242.5,4,3,3,10,Champions
17865,0,8,12,6011.25,21.545698924731184,166,2904,0.6115107913669064,242.0,115.18128004466382,427,0,15,1,173,0.06896551724137931,1.0,4.0,4.0,0.5949820788530465,166,2.454336917562724,1.4226308746483378,0.38,6.35,242.0,4,4,4,12,Champions
17866,0,168,1,149.5,37.375,4,40,0.0,40.0,54.98679368175796,40,0,16,1,0,1.0,0.0,0.0,0.0,1.0,4,3.7375,1.4424371736751656,2.1,4.95,40.0,1,1,1,3,Lost
17867,0,159,2,64.6,4.0375,15,32,1.4,16.0,0.0,16,2,13,1,21,0.09090909090909091,0.0,0.0,0.0,0.9375,15,2.6375,1.580664417262564,0.95,5.95,16.0,1,3,1,5,At Risk
17871,0,21,2,295.73,13.442272727272728,19,158,5.476190476190476,79.0,57.982756057296896,120,4,14,1,115,0.017241379310344827,1.0,1.0,1.0,0.8636363636363636,19,3.0072727272727273,1.8713763252348126,0.42,6.75,79.0,3,3,2,8,Loyal
17873,0,4,6,1438.9,24.808620689655175,42,918,2.807017543859649,153.0,78.34794190021842,264,3,16,1,161,0.037037037037037035,1.0,1.0,2.0,0.7241379310344828,42,2.2932758620689655,1.7983514750538032,0.38,7.49,153.0,4,4,4,12,Champions
17875,1,131,1,167.1,6.426923076923076,25,98,0.0,98.0,54.98679368175796,98,2,15,1,0,1.0,0.0,0.0,0.0,0.9615384615384616,25,2.7838461538461536,2.158605247696905,0.29,6.75,98.0,1,1,1,3,Lost
17880,1,82,2,366.0,19.263157894736842,19,152,5.0,76.0,5.656854249492381,80,2,12,1,90,0.02197802197802198,0.0,0.0,1.0,1.0,19,2.981578947368421,1.6509433773112023,0.85,6.75,76.0,2,3,2,7,Potential
17883,0,95,1,113.78,7.585333333333334,15,57,0.0,57.0,54.98679368175796,57,3,20,1,0,1.0,0.0,0.0,0.0,1.0,15,2.742,1.3193190884478467,0.38,6.35,57.0,1,1,1,3,Lost
17884,0,40,8,1002.11,6.465225806451613,129,683,0.8766233766233766,85.375,69.9957906897673,201,0,15,1,137,0.057971014492753624,0.0,2.0,2.0,0.832258064516129,129,1.9937419354838712,1.3375788110714815,0.21,5.95,85.375,3,4,4,11,Champions
17886,0,32,1,73.55,5.253571428571428,14,21,0.0,21.0,54.98679368175796,21,3,11,1,0,1.0,0.0,1.0,1.0,1.0,14,3.775,2.23939809907793,0.55,6.35,21.0,3,1,1,5,At Risk
17888,0,6,8,624.6700000000001,10.24049180327869,58,266,2.5166666666666666,33.25,27.535691124689166,76,4,14,1,154,0.05161290322580645,2.0,4.0,4.0,0.9508196721311475,58,2.5565573770491805,1.386173251853103,0.3,5.95,33.25,4,4,3,11,Champions
17889,0,61,1,16.44,3.2880000000000003,5,5,0.0,5.0,54.98679368175796,5,2,10,1,0,1.0,0.0,0.0,1.0,1.0,5,3.2880000000000003,2.3949363248320403,1.65,7.49,5.0,2,1,1,4,At Risk
17897,0,12,2,320.99,5.5343103448275865,56,167,0.10526315789473684,83.5,20.506096654409877,98,2,13,1,6,0.2857142857142857,2.0,2.0,2.0,0.9655172413793104,56,2.9106896551724137,1.9040039640134228,0.21,6.95,83.5,4,3,2,9,Loyal
17898,0,10,1,36.53,4.058888888888889,9,33,0.0,33.0,54.98679368175796,33,4,17,1,0,1.0,1.0,1.0,1.0,1.0,9,2.4544444444444444,1.733912563475384,0.42,4.95,33.0,4,1,1,6,Potential
17905,0,15,7,397.39,5.597042253521127,64,235,1.5,33.57142857142857,27.299921506951524,76,6,13,1,107,0.06481481481481481,1.0,1.0,3.0,0.9014084507042254,64,2.1011267605633805,1.3679844916578914,0.42,6.75,33.57142857142857,4,4,3,11,Champions
17907,1,83,1,80.08000000000001,6.673333333333335,12,38,0.0,38.0,54.98679368175796,38,1,12,1,0,1.0,0.0,0.0,1.0,1.0,12,3.596666666666667,2.2778950942934273,0.42,7.49,38.0,2,1,1,4,At Risk
17908,0,41,2,421.01,5.134268292682926,78,283,1.5555555555555556,141.5,132.22896808188437,235,0,12,1,126,0.015748031496062992,0.0,1.0,1.0,0.9512195121951219,78,2.0958536585365857,1.5158365259425275,0.42,6.75,141.5,3,3,3,9,Loyal
17909,1,180,1,77.4,15.48,5,32,0.0,32.0,54.98679368175796,32,2,13,1,0,1.0,0.0,0.0,0.0,1.0,5,2.33,1.3461054936371073,0.95,3.75,32.0,1,1,1,3,Lost
17910,1,169,1,245.8,9.832,24,119,0.0,119.0,54.98679368175796,119,6,16,1,0,1.0,0.0,0.0,0.0,0.96,24,2.8480000000000003,1.4943281656539393,0.85,5.95,119.0,1,1,2,4,At Risk
17913,0,22,6,1456.27,7.7461170212765955,122,785,0.8288770053475936,130.83333333333334,123.78597120298676,360,4,13,1,157,0.0379746835443038,1.0,2.0,3.0,0.648936170212766,122,2.7779255319148937,1.7305034520720861,0.21,7.49,130.83333333333334,3,4,4,11,Champions
17916,1,71,2,22.99,1.3523529411764705,14,18,6.5,9.0,2.8284271247461903,11,6,14,1,104,0.01904761904761905,0.0,0.0,1.0,0.8235294117647058,14,1.2788235294117647,0.7556527174646862,0.42,3.75,9.0,2,3,1,6,Potential
17920,0,1,26,7361.650000000001,12.498556876061121,276,3621,0.28061224489795916,139.26923076923077,81.31251204694523,410,6,11,1,175,0.14772727272727273,7.0,11.0,17.0,0.4685908319185059,276,2.449949066213922,1.5561656492846707,0.06,6.75,139.26923076923077,4,4,4,12,Champions
17926,0,22,1,178.3,22.2875,8,72,0.0,72.0,54.98679368175796,72,6,14,1,0,1.0,1.0,1.0,1.0,1.0,8,3.11875,1.4925858434274393,0.85,5.95,72.0,3,1,1,5,At Risk
17927,1,164,1,294.0,29.4,10,108,0.0,108.0,54.98679368175796,108,4,11,1,0,1.0,0.0,0.0,0.0,1.0,10,3.015,1.3577043533520512,1.25,4.95,108.0,1,1,2,4,At Risk
17928,1,14,1,46.2,15.4,3,32,0.0,32.0,54.98679368175796,32,0,15,1,0,1.0,1.0,1.0,1.0,1.0,3,1.4833333333333334,0.5686240703077327,0.85,1.95,32.0,4,1,1,6,Potential
17930,0,73,2,470.0,27.647058823529413,15,327,0.875,163.5,75.66042558696059,217,4,10,1,14,0.13333333333333333,0.0,0.0,2.0,0.8823529411764706,15,1.6852941176470588,1.784331519249782,0.42,6.35,163.5,2,3,3,8,Loyal
17931,0,45,6,1040.34,8.59785123966942,103,752,0.48333333333333334,125.33333333333333,159.4197812903614,415,3,17,1,59,0.1,0.0,1.0,5.0,0.8512396694214877,103,2.077520661157025,1.7810751813589714,0.19,7.49,125.33333333333333,3,4,4,11,Champions
17933,1,75,1,114.69,8.192142857142857,12,63,0.0,63.0,54.98679368175796,63,2,15,1,0,1.0,0.0,0.0,1.0,0.8571428571428571,12,2.0957142857142856,1.6921616320585304,0.85,7.49,63.0,2,1,1,4,At Risk
17935,0,178,1,106.25,15.178571428571429,7,55,0.0,55.0,54.98679368175796,55,4,14,1,0,1.0,0.0,0.0,0.0,1.0,7,2.492857142857143,1.8954833533579618,1.25,6.75,55.0,1,1,1,3,Lost
17945,1,139,3,279.1,4.104411764705882,64,237,0.0,79.0,10.44030650891055,91,1,11,1,0,3.0,0.0,0.0,0.0,0.9411764705882353,64,1.4883823529411764,1.092474406673297,0.21,5.95,79.0,1,3,2,6,Potential
17950,0,12,2,128.08,5.568695652173914,23,101,6.090909090909091,50.5,62.932503525602726,95,2,16,1,134,0.014814814814814815,1.0,1.0,1.0,1.0,23,1.681304347826087,1.2249426864062813,0.42,4.95,50.5,4,3,1,8,Loyal
17954,0,64,5,859.13,6.180791366906475,125,513,0.7753623188405797,102.6,86.00174416835975,196,2,15,1,109,0.045454545454545456,0.0,0.0,1.0,0.8992805755395683,125,2.5010071942446044,1.604861407607843,0.12,6.75,102.6,2,4,4,10,Champions
17955,1,108,1,25.0,25.0,1,20,0.38686131386861317,20.0,54.98679368175796,20,4,16,1,0,1.0,0.0,0.0,0.0,1.0,1,1.25,1.5993550116224886,1.25,1.25,20.0,1,1,1,3,Lost
17958,1,171,1,156.32,6.2528,25,114,0.0,114.0,54.98679368175796,114,4,15,1,0,1.0,0.0,0.0,0.0,1.0,25,2.4028,1.9554102723810505,0.29,6.75,114.0,1,1,1,3,Lost
17960,0,84,1,2.95,2.95,1,1,0.38686131386861317,1.0,54.98679368175796,1,0,12,1,0,1.0,0.0,0.0,1.0,1.0,1,2.95,1.5993550116224886,2.95,2.95,1.0,2,1,1,4,At Risk
17961,0,1,37,1001.57,4.071422764227642,217,542,0.673469387755102,14.64864864864865,35.088155817578645,206,4,15,1,180,0.20441988950276244,6.0,10.0,16.0,0.8821138211382114,217,2.3291056910569106,1.5325560924608632,0.16,6.75,14.64864864864865,4,4,4,12,Champions
17962,0,138,1,349.49,4.11164705882353,79,194,0.0,194.0,54.98679368175796,194,2,15,1,0,1.0,0.0,0.0,0.0,0.9294117647058824,79,2.379058823529412,1.9716615083835916,0.21,6.75,194.0,1,1,2,4,At Risk
17963,0,132,1,148.47,4.6396875,29,100,0.0,100.0,54.98679368175796,100,1,17,1,0,1.0,0.0,0.0,0.0,0.90625,29,1.704375,0.8790755316368332,0.55,4.95,100.0,1,1,1,3,Lost
17965,0,3,7,2289.51,7.814027303754267,248,1675,0.5547945205479452,239.28571428571428,168.3148976231895,447,2,13,1,165,0.04216867469879518,2.0,2.0,2.0,0.8464163822525598,248,2.3476109215017065,1.7029079959352,0.1,6.95,239.28571428571428,4,4,4,12,Champions
17966,1,34,4,364.37,13.495185185185186,26,299,3.769230769230769,74.75,85.85016016292573,166,4,13,1,98,0.04040404040404041,0.0,1.0,2.0,0.9629629629629629,26,1.9848148148148146,1.3703743743685248,0.42,5.95,74.75,3,4,2,9,Loyal
17969,0,4,15,1254.78,9.80296875,73,523,1.2992125984251968,34.86666666666667,17.828014338060626,75,6,14,1,172,0.08670520231213873,2.0,4.0,6.0,0.5703125,73,4.09828125,2.273482226032703,0.1,6.75,34.86666666666667,4,4,4,12,Champions
17978,0,140,2,231.9,6.102631578947369,36,122,0.918918918918919,61.0,41.012193308819754,90,1,13,1,34,0.05714285714285714,0.0,0.0,0.0,0.9473684210526315,36,2.5631578947368423,2.1990969955909336,0.42,6.95,61.0,1,3,2,6,Potential
17982,1,123,1,127.74000000000001,10.645000000000001,12,81,0.0,81.0,54.98679368175796,81,3,9,1,0,1.0,0.0,0.0,0.0,1.0,12,2.1141666666666667,1.29903781408558,0.42,4.25,81.0,1,1,1,3,Lost
17984,0,181,1,182.93,4.065111111111111,43,185,0.0,185.0,54.98679368175796,185,1,11,1,0,1.0,0.0,0.0,0.0,0.9555555555555556,43,1.818,1.3480349334561703,0.42,6.75,185.0,1,1,1,3,Lost
17988,0,166,3,153.72,3.2025,48,76,0.1702127659574468,25.333333333333332,31.374086972106987,61,0,13,1,9,0.3,0.0,0.0,0.0,1.0,48,2.5570833333333334,1.5082552387604118,0.85,6.95,25.333333333333332,1,3,1,5,At Risk
17990,0,175,1,332.70000000000005,66.54,5,84,0.0,84.0,54.98679368175796,84,0,15,1,0,1.0,0.0,0.0,0.0,1.0,5,4.09,1.2541929676090517,2.55,5.95,84.0,1,1,2,4,At Risk
17991,1,34,1,164.3,5.4766666666666675,30,65,0.0,65.0,54.98679368175796,65,1,12,1,0,1.0,0.0,1.0,1.0,1.0,30,3.4743333333333335,2.0356998005995184,0.42,7.49,65.0,3,1,1,5,At Risk
17993,1,60,1,213.24,3.6142372881355933,59,107,0.0,107.0,54.98679368175796,107,3,14,1,0,1.0,0.0,0.0,1.0,1.0,59,2.154915254237288,1.2874518710540355,0.42,6.35,107.0,2,1,2,5,At Risk
